Game Name,System Full,Units(m),Publisher,Developer,Release Date
Dragonstomper,Atari 2600,0,Unknown,Starpath Corp.,1/1/1982
Fun With Numbers,Atari 2600,0,Atari,Atari,1/1/1977
Out Of Control,Atari 2600,0,Avalon Interactive,Avalon Hill,1/1/1983
Journey Escape,Atari 2600,0,Data Age,Data Age,1/1/1982
Reactor,Atari 2600,0.22,Parker Bros.,Parker Bros.,1/1/1982
Megaforce,Atari 2600,0,20th Century Fox Video Games,20th Century Fox Video Games,1/1/1982
Skiing,Atari 2600,0,Activision,Activision,1/1/1980
Sprintmaster,Atari 2600,0,Atari,Atari,1/1/1988
Crazy Climber,Atari 2600,0.22,Atari,Atari,1/1/1982
Entombed,Atari 2600,0,US Games,US Games,1/1/1982
Mission Survive,Atari 2600,0,Unknown,Video Gems,1/1/1983
Gopher,Atari 2600,0,US Games,US Games,1/1/1982
Picnic,Atari 2600,0,US Games,US Games,1/1/1982
Krull,Atari 2600,0.14,Atari,Atari,1/1/1983
Riddle of The Sphinx,Atari 2600,0,Imagic,Imagic,1/1/1982
Sneak 'N Peek,Atari 2600,0,Vidtec,US Games,1/1/1982
Star Trek: Strategic Operations Simulator,Atari 2600,0,Sega,Sega,1/1/1983
Swordfight,Atari 2600,0,Unknown,INTV,1/1/2000
DatabaseTestingEU,Atari 2600,0,Unknown,TalonSoft,
Universal Chaos,Atari 2600,0,Telegames,"Telegames, Inc.",1/1/1988
Berzerk,Atari 2600,0.73,Atari,Stern Electronics,1/1/1982
Poker Plus,Atari 2600,0,Sears,Telegames,1/1/1978
Bump 'n' Jump,Atari 2600,0.39,Mattel Interactive,Mattel,1/1/1983
Space Canyon,Atari 2600,0,Apollo,Apollo,1/1/1982
Steeplechase,Atari 2600,0,Sears,Sears,1/1/1981
River Raid II,Atari 2600,0.51,Activision,Activision,28/07/1988
Tax Avoiders,Atari 2600,0,Unknown,Dunhill Electronics,1/1/1982
Ms. Pac-Man,Atari 2600,1.65,Atari,General Entertainment,1/1/1982
Worm War I,Atari 2600,0,20th Century Fox Video Games,Sirius (Japan),1/1/1982
Armor Ambush,Atari 2600,0.17,Mattel Interactive,Mattel,1/1/1982
Busy Police,Atari 2600,0,Unknown,Zellers,
The Challenge of... Nexar,Atari 2600,0,Spectravision,Spectravision,1/1/1982
Demolition Herby,Atari 2600,0,Unknown,Telesys,1/1/1983
Final Approach,Atari 2600,0,Apollo,Apollo,1/1/1982
Mr. Postman,Atari 2600,0,Bit Corporation,Bit Corporation,1/1/1983
Halloween,Atari 2600,0.62,Unknown,Wizard Video Games,1/1/1983
Porky's,Atari 2600,0.25,20th Century Fox Video Games,Dunhill Electronic Media Corp,1/1/1983
MAD,Atari 2600,0,US Games,US Games,1/1/1982
Scuba Diver,Atari 2600,0,Panda Entertainment,Panda Entertainment,1/1/1983
Bermuda Triangle,Atari 2600,0,Data Age,Data Age,1/1/1982
Commando,Atari 2600,0.47,Activision,Data East,1/1/1988
Dodge 'Em,Atari 2600,0,Atari,Atari,1/1/1978
Freeway,Atari 2600,0.34,Activision,Activision,1/1/1981
Off The Wall,Atari 2600,0,Atari,Atari,1/1/1989
Ikari Warriors,Atari 2600,0,Data East,Data East,1/1/1989
Radar,Atari 2600,0,Unknown,Zellers,
Maze Craze: A Game of Cops 'n Robbers,Atari 2600,0.45,Atari,Atari,1/1/1978
Shuttle Orbiter,Atari 2600,0,Unknown,Avalon Hill,1/1/1983
Spiderdroid,Atari 2600,0,Unknown,Froggo,1/1/1983
Subterranea,Atari 2600,0,Imagic,Imagic,1/1/1983
Bowling,Atari 2600,0,Atari,Atari,1/1/1978
Tomcat: The F-14 Fighter Simulator,Atari 2600,0,Absolute Entertainment,Absolute Entertainment,1/1/1988
Bank Heist,Atari 2600,0.34,20th Century Fox Video Games,20th Century Fox Video Games,1/1/1983
Action Force,Atari 2600,0.54,CPG Products,Parker Bros.,1/1/1983
RealSports Soccer,Atari 2600,0,Atari,Atari,1/1/1983
Slot Machine,Atari 2600,0.31,Atari,Atari,1/1/1979
Stampede,Atari 2600,0,Activision,Activision,1/1/1981
Surfer's Paradise but Danger below!,Atari 2600,0,Unknown,Video Gems,1/1/1983
Double-Ender: Tomarc the Barbarian / Motocross Racer,Atari 2600,0,Xonox,Xonox,1/1/1983
King Kong,Atari 2600,0.69,Tigervision,Tigervision,1/1/1982
Venture,Atari 2600,0,Coleco,Coleco,1/1/1982
Custer's Revenge,Atari 2600,0.82,Mystique,Mystique,1/1/1982
Space Combat,Atari 2600,0,Unknown,Telegames,
Breakaway IV,Atari 2600,0.21,Sears,Atari,1/1/1978
Cosmic Corridor,Atari 2600,0,Unknown,Zimag,1/1/1984
Elevator Action,Atari 2600,0,Atari,Taito?Corporation,1/1/2001
Gas Hog,Atari 2600,0,Spectravision,Spectravision,1/1/1983
Pengo,Atari 2600,0.4,Atari,Atari,1/1/1984
Kangaroo,Atari 2600,0.72,Atari,Atari,1/1/1983
Wall Defender,Atari 2600,0,Bomb,Bomb,1/1/1983
The Activision Decathlon,Atari 2600,0.55,Activision,Activision,1/1/1983
Memory Match,Atari 2600,0,Sears,Telegames,1/1/1978
California Games,Atari 2600,0,Epyx,Epyx,1/1/1988
Crystal Castles,Atari 2600,0.77,Atari,Atari,1/1/1984
Fantastic Voyage,Atari 2600,0.34,20th Century Fox Video Games,20th Century Fox Video Games,1/1/1982
Moto Rodeo,Atari 2600,0,Atari,Axlon,1/1/1990
Great Escape,Atari 2600,0,Bomb,Bomb,1/1/1983
Plaque Attack,Atari 2600,0,Activision,Activision,22/02/1983
Lilly Adventure,Atari 2600,0,Unknown,Quelle,1/1/1983
Robot Commando Raid,Atari 2600,0,Vidtec,Vidtec,1/1/1982
Solaris,Atari 2600,0.37,Atari,Atari,13/07/1986
Star Wars: The Arcade Game,Atari 2600,0,Parker Bros.,Parker Bros,1/1/1983
Tac-Scan,Atari 2600,0,Sega,Sega,1/1/1982
Sky Diver,Atari 2600,0,Atari,Atari,1/1/1978
Night Driver,Atari 2600,0,Atari,Atari,1/10/1978
Home Run,Atari 2600,0.15,Atari,Atari,1/1/1978
Quadrun,Atari 2600,0,Atari,Atari,1/1/1983
Marauder,Atari 2600,0,Tigervision,Tigervision,1/1/1982
Sea Monster,Atari 2600,0,Bit Corporation,Bit Corp.,1/1/1983
Space Tunnel,Atari 2600,0,Bit Corporation,Bit Corp.,1/1/1983
Street Racer,Atari 2600,0,Atari,Atari,1/1/1978
Threshold,Atari 2600,0,Tigervision,Tigervision,1/1/1982
Donkey Kong Junior,Atari 2600,0.97,Coleco,Nintendo,1/1/1983
Zaxxon,Atari 2600,0,Coleco,Coleco,1/1/1982
Backgammon,Atari 2600,0,Atari,Atari,1/1/1978
Pac-Kong,Atari 2600,0,Quelle,Goliath Video System,1/1/1983
Chopper Command,Atari 2600,0.5,Activision,Activision,15/06/1982
Demons To Diamonds,Atari 2600,0,Atari,Atari,1/1/1982
Fishing Derby,Atari 2600,0.51,Activision,Activision,1/1/1980
Super Breakout,Atari 2600,0.44,Atari,Atari,1/1/1978
Double-Ender: Artillery Duel / Super Kung-Fu,Atari 2600,0,Xonox,Xonox,1/1/1983
Donkey Kong,Atari 2600,1.46,Coleco,Nintendo,1/1/1982
Tron Deadly Discs,Atari 2600,0,Mattel Interactive,Mattel Interactive,1/1/1982
Basic Math,Atari 2600,0,Atari,Atari,1/1/1977
Vulture Attack,Atari 2600,0,Unknown,K-Tel Vision,
BMX Airmaster,Atari 2600,0,Unknown,TNT Games,1/1/1989
Condor Attack,Atari 2600,0,Unknown,Ultravision,1/1/1983
Dragonfire,Atari 2600,0.37,Imagic,Imagic,1/1/1982
Frostbite,Atari 2600,0.34,Activision,Activision,14/08/1983
Othello,Atari 2600,0,Atari,Atari,1/1/1978
Jawbreaker,Atari 2600,0.45,Tigervision,Tigervision,1/1/1982
Rampage,Atari 2600,0.24,Activision,Activision,1/1/1989
Miner 2049er,Atari 2600,0,Tigervision,Tigervision,1/1/1983
Ski Hunt,Atari 2600,0,Unknown,Homevision,1/1/1983
Springer,Atari 2600,0,Tigervision,Tigervision,1/1/1982
K-Razy Shoot-out,Atari 5200/7800,0.04,CBS Electronics,Kay Enterprises Co.,1/1/1983
Defender,Atari 5200/7800,0,Atari,Atari,1/1/1983
Robotron: 2084,Atari 5200/7800,0,Atari,"Williams Electronic Games, Inc.",1/1/1983
Kaboom!,Atari 5200/7800,0,Activision,Activision,1/1/1983
Vanguard,Atari 5200/7800,0,Atari,Atari,1/1/1984
Astro Chase,Atari 5200/7800,0,Parker Bros.,First Star Software,1/6/1983
Mr. Do!'s Castle,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1984
Centipede,Atari 5200/7800,0,Atari,Atari,1/1/1982
RealSports Baseball,Atari 5200/7800,0,Atari,Atari,1/1/1983
Star Trek,Atari 5200/7800,0,Sega,Sega,1/1/1983
Gremlins,Atari 5200/7800,0,Atari,Atari,1/1/1987
Joust,Atari 5200/7800,0,Atari,Atari,1/1/1983
Meteorites,Atari 5200/7800,0,Unknown,Electra,1/1/1984
Zone Ranger,Atari 5200/7800,0,Activision,Activision,1/1/1984
Blue Print,Atari 5200/7800,0,CBS Electronics,Solitaire Group,1/1/1983
Pole Position,Atari 5200/7800,0,Atari,Namco,1/1/1983
Decathlon,Atari 5200/7800,0,Activision,Activision,1/1/1984
Rescue on Fractalus,Atari 5200/7800,0,Atari,Atari,1/1/1984
Frogger II: Threeedeep!,Atari 5200/7800,0,Parker Bros.,Parker Brothers,1/1/1984
Jungle Hunt,Atari 5200/7800,0,Atari,Taito Corporation,1/1/1983
Super Cobra,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1983
Asteroids,Atari 5200/7800,0,Unknown,Atari,
Mountain King,Atari 5200/7800,0,CBS Electronics,CBS Electronics,1/1/1984
Buck Rogers: Planet of Zoom,Atari 5200/7800,0,Sega,Sega,1/6/1983
Quest for Quintana Roo,Atari 5200/7800,0,Sunrise Interactive,Sunrise Software Inc.,1/1/1984
Gorf,Atari 5200/7800,0,CBS Electronics,CBS Electronics,1/1/1983
Star Raiders,Atari 5200/7800,0,Atari,Atari,1/1/1982
Mario Bros.,Atari 5200/7800,0,Atari,Atari,1/10/1983
Megamania,Atari 5200/7800,0,Activision,Activision,1/1/1983
Zenji,Atari 5200/7800,0,Activision,Activision,1/1/1984
Pitfall II: Lost Caverns,Atari 5200/7800,0,Activision,Activision,1/1/1984
Berzerk,Atari 5200/7800,0,Atari,Atari,1/1/1983
Countermeasure,Atari 5200/7800,0,Atari,Atari,1/1/1984
RealSports Tennis,Atari 5200/7800,0,Atari,Midway Games,1/1/1983
Frogger,Atari 5200/7800,0,Parker Bros.,Parker Brothers,1/1/1983
James Bond 007,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1984
Super Breakout,Atari 5200/7800,0,Atari,Atari,1/1/1982
Adventure II,Atari 5200/7800,0,Unknown,Square Trio,7/5/2007
Montezuma's Revenge featuring Panama Joe,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1983
Bounty Bob Strikes Back!,Atari 5200/7800,0,Big Five Software,Big Five Software,1/1/1984
Qix,Atari 5200/7800,0,Atari,Atari,1/1/1982
Galaxian,Atari 5200/7800,0,Atari,Atari,1/1/1982
Space Shuttle,Atari 5200/7800,0,Activision,Activision,1/1/1984
River Raid,Atari 5200/7800,0,Activision,Activision,1/1/1983
Keystone Kapers,Atari 5200/7800,0,Activision,Activision,1/1/1984
Zaxxon,Atari 5200/7800,0,Sega,Sega,1/1/1983
Beamrider,Atari 5200/7800,0,Activision,Cheshire Engineering,1/6/1983
Pitfall,Atari 5200/7800,0,Activision,Activision,1/1/1983
Congo Bongo,Atari 5200/7800,0,Sega,Sega,1/1/1984
RealSports Soccer,Atari 5200/7800,0,Midway Games,Midway Games,1/1/1983
H.E.R.O.,Atari 5200/7800,0,Activision,Activision,1/1/1984
Star Wars: The Arcade Game,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1983
Space Invaders,Atari 5200/7800,0,Atari,Atari,1/1/1982
Missile Command,Atari 5200/7800,0,Atari,Atari,1/1/1982
The Activision Decathlon,Atari 5200/7800,0,Activision,Activision,1/1/1984
Pac-Man,Atari 5200/7800,0,Atari,Atari,1/1/1982
Q*bert,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1983
The Dreadnought Factor,Atari 5200/7800,0,Atari,Activision,1/1/1983
Space Dungeon,Atari 5200/7800,0,Atari,Atari,1/1/1983
Moon Patrol,Atari 5200/7800,0,Atari,Atari,1/1/1983
Kangaroo,Atari 5200/7800,0,Atari,Atari,1/1/1983
Wizard of Wor,Atari 5200/7800,0,CBS Electronics,Bally/Midway,1/1/1981
Ballblazer,Atari 5200/7800,0,Atari,Lucasfilm Games,1/3/1984
Pengo,Atari 5200/7800,0,Atari,Atari,1/1/1983
Choplifter!,Atari 5200/7800,0,Atari,Atari,1/1/1984
RealSports Football,Atari 5200/7800,0,Midway Games,Midway Games,1/1/1983
Star Wars: Death Star Battle,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1983
Gyruss,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1984
Ms. Pac-Man,Atari 5200/7800,0,Atari,Atari,1/1/1983
Miner 2049er,Atari 5200/7800,0,Big Five Software,Big Five Software,1/1/1983
Soccer,Atari 5200/7800,0,Unknown,Atari,
Dig Dug,Atari 5200/7800,0,Atari,Atari,1/1/1983
Popeye,Atari 5200/7800,0,Parker Bros.,Parker Bros,1/1/1983
Super Huey,Atari 5200/7800,0,Atari,Atari,1/1/1988
Crack'ed,Atari 5200/7800,0,Atari,Atari,1/1/1988
Galaga,Atari 5200/7800,0,Atari,Namco,1/1/1987
Xenophobe,Atari 5200/7800,0,Atari,Atari,1/1/1989
Mean 18 Golf,Atari 5200/7800,0,Atari,Atari,1/1/1989
Fight Night,Atari 5200/7800,0,Atari,Atari,1/1/1988
Barnyard Blaster,Atari 5200/7800,0,Atari,Atari,1/1/1988
Rampage,Atari 5200/7800,0,Activision,Activision,1/1/1989
Dig Dug,Atari 5200/7800,0,Atari,Atari,1/1/1987
Tomcat F-14 Flight Simulator,Atari 5200/7800,0,Absolute Entertainment,Absolute Entertainment,1/1/1989
Jinks,Atari 5200/7800,0,Atari,Atari,1/1/1989
Summer Games,Atari 5200/7800,0,Atari,Atari,1/1/1987
Ninja Golf,Atari 5200/7800,0,Atari,Atari,1/1/1990
Commando,Atari 5200/7800,0,Atari,Sculptured Software,1/1/1990
Sentinel,Atari 5200/7800,0,Atari,Atari,1/1/1991
Food Fight,Atari 5200/7800,0,Atari,Atari,1/1/1986
Xevious,Atari 5200/7800,0,Atari,Atari,1/1/1987
Mat Mania Challenge,Atari 5200/7800,0,Atari,Atari,1/1/1990
Donkey Kong Junior,Atari 5200/7800,0,Atari,Nintendo,1/1/1988
Ballblazer,Atari 5200/7800,0,Atari,General Computer Corp.,1/1/1988
Pole Position II,Atari 5200/7800,0,Atari,Atari,1/1/1987
Desert Falcon,Atari 5200/7800,0,Atari,Atari,1/1/1987
Title Match Pro Wrestling,Atari 5200/7800,0,Absolute Entertainment,Absolute Entertainment,1/1/1989
Impossible Mission,Atari 5200/7800,0,Atari,Atari,1/1/1986
Ms. Pac-Man,Atari 5200/7800,0,Atari,Atari,1/1/1987
Motor Psycho,Atari 5200/7800,0,Atari,Atari,1/1/1990
Choplifter!,Atari 5200/7800,0,Atari,"IBID, Inc.",1/1/1987
Scrapyard Dog,Atari 5200/7800,0,Atari,Blue Sky Software,1/1/1991
Fatal Run,Atari 5200/7800,0,Atari,Sculptured Software,1/1/1987
Water Ski,Atari 5200/7800,0,Unknown,Froggo,1/1/1988
Donkey Kong,Atari 5200/7800,0,Atari,Nintendo,1/1/1988
Kung-Fu Master,Atari 5200/7800,0,Absolute Entertainment,Absolute Entertainment,1/1/1989
Ace of Aces,Atari 5200/7800,0,Atari,Artech Studios,1/1/1988
Planet Smashers,Atari 5200/7800,0,Atari,Atari,1/1/1990
Dark Chambers,Atari 5200/7800,0,Atari,Atari,1/1/1988
Tank Command,Atari 5200/7800,0,Unknown,Froggo,1/1/1988
Ikari Warriors,Atari 5200/7800,0,Atari,Imagineering Inc.,1/1/1990
Mario Bros.,Atari 5200/7800,0,Atari,Atari,1/1/1987
Midnight Mutants,Atari 5200/7800,0,Atari,Radioactive Software,1/1/1990
Centipede,Atari 5200/7800,0,Atari,Atari,1/1/1987
Robotron: 2084,Atari 5200/7800,0,Atari,"Williams Electronic Games, Inc.",1/1/1987
F-18 Hornet,Atari 5200/7800,0,Absolute Entertainment,Absolute Entertainment,1/1/1988
Tower Toppler,Atari 5200/7800,0,Atari,Triffix Entertainment Inc.,1/1/1988
Asteroids,Atari 5200/7800,0,Atari,Atari,1/1/1987
Klax,Atari 5200/7800,0,Unknown,Atari,1/1/2002
Alien Brigade,Atari 5200/7800,0,Atari,Atari,1/1/1990
Pete Rose Baseball,Atari 5200/7800,0,Absolute Entertainment,Absolute Entertainment,1/1/1989
Super Skateboardin',Atari 5200/7800,0,Absolute Entertainment,Absolute Entertainment,1/1/1988
Crossbow,Atari 5200/7800,0,Atari,Atari,1/1/1988
Hat Trick,Atari 5200/7800,0,Atari,Atari,1/1/1987
Joust,Atari 5200/7800,0,Atari,Atari,1/1/1986
Meltdown,Atari 5200/7800,0,Atari,Atari,1/1/1990
Basketbrawl,Atari 5200/7800,0,Atari,Atari,1/1/1990
RealSports Baseball,Atari 5200/7800,0,Atari,Atari,1/1/1988
Double Dragon,Atari 5200/7800,0,Activision,Activision,1/1/1989
Touchdown Football,Atari 5200/7800,0,Atari,Atari,1/1/1988
Karateka,Atari 5200/7800,0,Atari,"IBID, Inc.",1/1/1988
Winter Games,Atari 5200/7800,0,Atari,Atari,1/1/1987
One-on-One Basketball,Atari 5200/7800,0,Atari,Atari,1/1/1987
Super Smash Bros. Melee,GameCube,7.41,Nintendo,HAL Laboratory,2/12/2001
Mario Kart: Double Dash!!,GameCube,6.88,Nintendo,Nintendo EAD,17/11/2003
Super Mario Sunshine,GameCube,5.91,Nintendo,Nintendo EAD,25/08/2002
The Legend of Zelda: The Wind Waker,GameCube,4.43,Nintendo,Nintendo EAD,26/03/2003
Luigi's Mansion,GameCube,3.33,Nintendo,Nintendo EAD,17/11/2001
Metroid Prime,GameCube,2.84,Nintendo,Retro Studios,17/11/2002
Mario Party 4,GameCube,2.46,Nintendo,Hudson Soft,21/10/2002
Pok?mon Colosseum,GameCube,2.41,Nintendo,Genius Sonority Inc.,22/03/2004
Animal Crossing,GameCube,2.27,Nintendo,Nintendo EAD,15/09/2002
Mario Party 5,GameCube,2.17,Nintendo,Hudson Soft,10/11/2003
Mario Party 7,GameCube,2.08,Nintendo,Hudson Soft,7/11/2005
Paper Mario: The Thousand-Year Door,GameCube,1.91,Nintendo,Intelligent Systems,11/10/2004
Star Fox Adventures,GameCube,1.82,Nintendo,Rare Ltd.,22/09/2002
Sonic Mega Collection,GameCube,1.64,Sega,Sonic Team,10/11/2002
Mario Party 6,GameCube,1.63,Nintendo,Hudson Soft,6/12/2004
Sonic Adventure DX: Director's Cut,GameCube,1.6,Sega,Sonic Team,18/06/2003
Super Mario Strikers,GameCube,1.6,Nintendo,Next Level Games,5/12/2005
Resident Evil 4,GameCube,1.6,Capcom,Capcom Production Studio 4,11/1/2005
Pikmin,GameCube,1.6,Nintendo,Nintendo EAD,3/12/2001
The Legend of Zelda: Twilight Princess,GameCube,1.43,Nintendo,Nintendo EAD,11/12/2006
Pok?mon XD: Gale of Darkness,GameCube,1.42,Nintendo,Genius Sonority Inc.,28/09/2005
Sonic Heroes,GameCube,1.42,Sega,Sonic Team,5/1/2004
Resident Evil,GameCube,1.35,Capcom,Capcom,30/04/2002
Kirby Air Ride,GameCube,1.35,Nintendo,HAL Laboratory,13/10/2003
Final Fantasy: Crystal Chronicles,GameCube,1.3,Nintendo,Square Enix,9/2/2004
Mario Golf: Toadstool Tour,GameCube,1.27,Nintendo,Camelot Software Planning,29/07/2003
Resident Evil Zero,GameCube,1.25,Capcom,Capcom Production Studio 3 / Flagship,12/11/2002
Donkey Konga,GameCube,1.18,Nintendo,Namco,27/09/2004
Mario Power Tennis,GameCube,1.16,Nintendo,Camelot Software Planning,8/11/2004
Pikmin 2,GameCube,1.12,Nintendo,Nintendo EAD,30/08/2004
Metroid Prime 2: Echoes,GameCube,1.1,Nintendo,Retro Studios,15/11/2004
Mario Superstar Baseball,GameCube,1.05,Nintendo,Namco / NOW Production,29/08/2005
Sonic Adventure 2 Battle,GameCube,1,Sega,Sonic Team,11/2/2002
Tales of Symphonia,GameCube,0.95,Namco,Namco Tales Studio,14/07/2004
Eternal Darkness: Sanity's Requiem,GameCube,0.4,Nintendo,Silicon Knights,24/06/2002
Metal Gear Solid: The Twin Snakes,GameCube,0.35,Konami,Silicon Knights,9/3/2004
Need for Speed: Hot Pursuit 2,GameCube,0.8,Electronic Arts,EA Seattle,1/10/2002
Summoner: A Goddess Reborn,GameCube,0.05,THQ,Cranky Pants Games,31/01/2003
Power Rangers: Dino Thunder,GameCube,0.4,THQ,Pacific Coast Power & Light,14/09/2004
Tom and Jerry in War of the Whiskers,GameCube,0.07,NewKidCo,VIS Entertainment,4/1/2003
Smashing Drive,GameCube,0.07,Namco,Point of View,18/02/2002
Battalion Wars,GameCube,0.4,Nintendo,Kuju Entertainment,19/09/2005
Virtua Striker 2002,GameCube,0.05,Sega,Amusement Vision,20/05/2002
Conflict: Desert Storm II - Back to Bagdhad,GameCube,0.04,Gotham Games,Pivotal Games,7/1/2004
The Ant Bully,GameCube,0.12,Midway Games,Artificial Mind and Movement,24/07/2006
Judge Dredd: Dredd Vs Death,GameCube,0,Evolved Games,Rebellion Developments,1/3/2005
SRS: Street Racing Syndicate,GameCube,0.08,Namco,Eutechnyx,31/08/2004
Chaos Field,GameCube,0.01,O3 Entertainment,MileStone Inc.,20/12/2005
Mortal Kombat: Deception,GameCube,0.11,Midway Games,Midway Games,1/3/2005
WTA Tour Tennis,GameCube,0.01,Konami,Konami,24/09/2002
Dragon Ball Z: Budokai 2,GameCube,0.27,Atari,Pyramid,15/12/2004
NHL Hitz 20-02,GameCube,0.21,Midway Games,EA Black Box,17/11/2001
Cocoto Kart Racer,GameCube,0,Big Ben Interactive,Neko Entertainment,22/04/2005
Happy Feet,GameCube,0.25,Midway Games,Artificial Mind and Movement,14/11/2006
Bokujou Monogatari: Shiawase no Uta,GameCube,0,Marvelous Interactive,Marvelous Interactive,3/3/2005
Gakuen Toshi Vara Noir Roses,GameCube,0,Idea Factory,Idea Factory,23/01/2004
Fantastic 4,GameCube,0.24,Activision,7 Studios,27/06/2005
Prince of Persia: Warrior Within,GameCube,0.2,Ubisoft,Ubisoft Montreal,30/11/2004
Barnyard,GameCube,0.12,THQ,Blue Tongue,1/8/2006
The Lord of the Rings: The Two Towers,GameCube,0.53,Electronic Arts,Stormfront Studios,30/12/2002
TimeSplitters: Future Perfect,GameCube,0.08,Electronic Arts,Free Radical Design,21/03/2005
Crazy Taxi,GameCube,0.49,Acclaim Entertainment,Hitmaker,17/11/2001
NBA Live 2004,GameCube,0.27,EA Sports,EA Canada,15/10/2003
Star Wars Rogue Leader: Rogue Squadron II,GameCube,1.9,LucasArts,Factor 5,9/11/2001
Evolution Worlds,GameCube,0.08,Ubisoft,Sting,2/12/2002
Duel Masters Nettou! Battle Arena,GameCube,0,Takara,Takara,18/12/2003
Home Run King,GameCube,0.11,Sega,Wow Entertainment,18/03/2002
Mr. Driller: Drill Land,GameCube,0,Namco,Namco,20/12/2002
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GameCube,0.22,Acclaim Entertainment,n-Space,14/02/2003
Shinseiki GPX Cyber Formula: Road To The EVOLUTION,GameCube,0,Sunrise Interactive,Atelier-Sai,29/07/2004
Shonen Jump's One Piece: Grand Battle,GameCube,0.06,Namco Bandai,Ganbarion,7/9/2005
Swingerz Golf,GameCube,0.08,Eidos Interactive,Telenet,23/10/2002
Resident Evil 2,GameCube,0.06,Capcom,Capcom,16/01/2003
Universal Studios Theme Parks Adventure,GameCube,0.1,Kemco,Kemco,18/12/2001
Space Raiders,GameCube,0.01,Mastiff,Taito Corporation,19/04/2004
GiFTPiA,GameCube,0.11,Unknown,skip Ltd.,
Bad Boys: Miami Takedown,GameCube,0.05,Crave Entertainment,Blitz Games,14/09/2004
Super Robot Taisen GC,GameCube,0,Banpresto,Banpresto,16/12/2004
"SpongeBob SquarePants: Lights, Camera, Pants!",GameCube,0.44,THQ,THQ Australia Studios Pty Ltd.,21/10/2005
Taxi 3,GameCube,0,Ubisoft,Ubisoft Montreal,28/08/2003
Pac-Man World Rally,GameCube,0.08,Namco Bandai,Smart Bomb Interactive,22/08/2006
Teenage Mutant Ninja Turtles 2: Battle Nexus,GameCube,0.19,Konami,Konami,19/10/2004
Samurai Jack: The Shadow of Aku,GameCube,0.02,Sega,Adrenium,24/03/2004
Whirl Tour,GameCube,0.05,VU Games,Papaya Studios,12/11/2002
Phantasy Star Online Episode I & II,GameCube,0.45,Sega,Sonic Team,29/10/2002
BlowOut,GameCube,0.01,Majesco,Terminal Reality,26/11/2003
Fireblade,GameCube,0.03,Midway Games,Kuju Entertainment,29/12/2002
Second Sight,GameCube,0.05,Codemasters,Free Radical Design,21/09/2004
Bionicle Heroes,GameCube,0.11,Eidos Interactive,Traveller's Tales,14/11/2006
Mat Hoffman's Pro BMX 2,GameCube,0.04,Activision,Rainbow Studios,8/10/2002
Tomb Raider: Legend,GameCube,0.08,Eidos Interactive,Crystal Dynamics,14/11/2006
Defender,GameCube,0.11,Midway Games,Inevitable Entertainment,3/11/2002
Need for Speed Carbon,GameCube,0.35,Electronic Arts,EA Black Box,31/10/2006
Kururin Squash!,GameCube,0,Nintendo,Eighting,14/10/2004
Finding Nemo,GameCube,0.89,THQ,Traveller's Tales,12/5/2003
The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,0,Nintendo,Nintendo Software Technology Corporation,28/02/2003
Jimmy Neutron: Boy Genius,GameCube,0.09,THQ,Big Sky Software,17/12/2002
Call of Duty 2: Big Red One,GameCube,0.33,Activision,Treyarch,1/11/2005
Alien Hominid,GameCube,0.09,O3 Entertainment,The Behemoth,23/11/2004
Gun,GameCube,0.18,Activision,Neversoft Entertainment,8/11/2005
Spy Hunter,GameCube,0.2,Midway Games,Point of View,11/3/2002
Bust-A-Move 3000,GameCube,0.01,Ubisoft,Taito Corporation,12/2/2003
Mission: Impossible - Operation Surma,GameCube,0.02,Atari,Paradigm Entertainment,23/03/2004
Ultimate Spider-Man,GameCube,0.37,Activision,Treyarch,21/09/2005
Donkey Kong Jungle Beat,GameCube,1.34,Nintendo,Nintendo EAD Tokyo,14/03/2005
NHL 06,GameCube,0.08,EA Sports,EA Canada,6/9/2005
Shikigami no Shiro II,GameCube,0,Kids Station,Alfa System,24/10/2003
Geist,GameCube,0.15,Nintendo,n-Space,15/08/2005
